experiment_name,model_name,feature_set,horizon,split_type,auroc,auprc,f1,accuracy,balanced_accuracy,precision,recall,threshold
model_comparison,logistic_regression,E_L_F,12,random,0.9428338097182524,0.9196032590890588,0.7941176470588235,0.8727272727272727,0.8721927317272355,0.7297297297297297,0.8709677419354839,0.26467262134589375
model_comparison,random_forest,E_L_F,12,random,1.0,0.9999999999999998,0.9310344827586207,0.9636363636363636,0.935483870967742,1.0,0.8709677419354839,0.79
model_comparison,lightgbm,E_L_F,12,random,1.0,0.9999999999999998,0.9122807017543859,0.9545454545454546,0.9193548387096775,1.0,0.8387096774193549,0.9999954146010192
model_comparison,xgboost,E_L_F,12,random,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9972797632217407
model_comparison,catboost,E_L_F,12,random,1.0,0.9999999999999998,0.9836065573770492,0.990909090909091,0.9838709677419355,1.0,0.967741935483871,0.9925603636490741
model_comparison,mlp,E_L_F,12,random,0.9142507145773785,0.8447773997616,0.7419354838709677,0.8545454545454545,0.8203348305430789,0.7419354838709677,0.7419354838709677,0.6084994673728943
