experiment_name,model_name,feature_set,n_samples,n_features,horizon,auroc,auprc,f1,accuracy,balanced_accuracy,precision,recall,threshold
ablation,lightgbm,E,819,384,12,0.7111879321181647,0.49266778128454525,0.5416666666666666,0.6422764227642277,0.6594908862350723,0.4406779661016949,0.7027027027027027,0.3443807633063164
ablation,lightgbm,L,819,65,12,0.7063167818981773,0.46553492471421365,0.5714285714285714,0.6585365853658537,0.6865179132620993,0.45901639344262296,0.7567567567567568,0.34582455238272725
ablation,lightgbm,F,730,38,12,1.0,0.9999999999999999,0.9310344827586207,0.9636363636363636,0.935483870967742,1.0,0.8709677419354839,0.9999960689693027
ablation,lightgbm,E_L,819,449,12,0.7253299811439347,0.4655913999786516,0.5436893203883495,0.6178861788617886,0.6574481458202388,0.42424242424242425,0.7567567567567568,0.3071497493086883
ablation,lightgbm,E_F,730,422,12,1.0,0.9999999999999998,0.9122807017543859,0.9545454545454546,0.9193548387096775,1.0,0.8387096774193549,0.9999951533978668
ablation,lightgbm,L_F,730,103,12,1.0,0.9999999999999998,0.9122807017543859,0.9545454545454546,0.9193548387096775,1.0,0.8387096774193549,0.9999963630751393
ablation,lightgbm,E_L_F,730,487,12,1.0,0.9999999999999998,0.9122807017543859,0.9545454545454546,0.9193548387096775,1.0,0.8387096774193549,0.9999954146010192
