h1_freq_sum,h1_freq_mean,h1_freq_median,h1_freq_std,h1_freq_min,h1_freq_max,h1_freq_first,h1_freq_last,h1_active_month_count,h1_zero_month_count,h1_nonzero_month_count,h1_freq_slope,h1_freq_log_slope,h1_freq_first_to_last_diff,h1_freq_first_to_last_ratio,h1_freq_last_to_max_ratio,h1_freq_early_mean,h1_freq_late_mean,h1_freq_late_to_early_ratio,h1_peak_value,h1_peak_month,h1_time_to_peak,h1_post_peak_slope,h1_post_peak_log_slope,h1_post_peak_decay_rate,h1_peak_sharpness,h1_peak_count,h1_longest_active_streak,h1_current_active_streak,h1_retention_ratio,h1_late_activity_ratio,h1_revival_count,h1_has_revival,h1_freq_entropy,h1_freq_gini,h1_freq_cv,h1_freq_burstiness,h1_freq_autocorr_lag1
1173.0,1173.0,1173.0,0.0,1173.0,1173.0,1173.0,1173.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999914749,0.9999999999914749,1173.0,0.0,0.0,1173.0,1.0,0.0,0.0,0.0,0.0,0.9999999999914749,0.0,1.0,1.0,0.9999999999914749,0.9999999999914749,0.0,0.0,0.0,-1.705013907837838e-11,0.0,0.0,0.0
300.0,300.0,300.0,0.0,300.0,300.0,300.0,300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999666667,0.9999999999666667,300.0,0.0,0.0,300.0,1.0,0.0,0.0,0.0,0.0,0.9999999999666667,0.0,1.0,1.0,0.9999999999666667,0.9999999999666667,0.0,0.0,0.0,-6.66666721826914e-11,0.0,0.0,0.0
23574.0,23574.0,23574.0,0.0,23574.0,23574.0,23574.0,23574.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999995758,0.9999999999995758,23574.0,0.0,0.0,23574.0,1.0,0.0,0.0,0.0,0.0,0.9999999999995758,0.0,1.0,1.0,0.9999999999995758,0.9999999999995758,0.0,0.0,0.0,-8.484324354185446e-13,0.0,0.0,0.0
2335.0,2335.0,2335.0,0.0,2335.0,2335.0,2335.0,2335.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999957174,0.9999999999957174,2335.0,0.0,0.0,2335.0,1.0,0.0,0.0,0.0,0.0,0.9999999999957174,0.0,1.0,1.0,0.9999999999957174,0.9999999999957174,0.0,0.0,0.0,-8.565148590378158e-12,0.0,0.0,0.0
1384.0,1384.0,1384.0,0.0,1384.0,1384.0,1384.0,1384.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999927747,0.9999999999927747,1384.0,0.0,0.0,1384.0,1.0,0.0,0.0,0.0,0.0,0.9999999999927747,0.0,1.0,1.0,0.9999999999927747,0.9999999999927747,0.0,0.0,0.0,-1.4450662888521038e-11,0.0,0.0,0.0
1028.0,1028.0,1028.0,0.0,1028.0,1028.0,1028.0,1028.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999902724,0.9999999999902724,1028.0,0.0,0.0,1028.0,1.0,0.0,0.0,0.0,0.0,0.9999999999902724,0.0,1.0,1.0,0.9999999999902724,0.9999999999902724,0.0,0.0,0.0,-1.9455104194321393e-11,0.0,0.0,0.0
7094.0,7094.0,7094.0,0.0,7094.0,7094.0,7094.0,7094.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999985903,0.9999999999985903,7094.0,0.0,0.0,7094.0,1.0,0.0,0.0,0.0,0.0,0.9999999999985903,0.0,1.0,1.0,0.9999999999985903,0.9999999999985903,0.0,0.0,0.0,-2.8193003487331225e-12,0.0,0.0,0.0
70.0,70.0,70.0,0.0,70.0,70.0,70.0,70.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999998571429,0.9999999998571429,70.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.9999999998571429,0.0,1.0,1.0,0.9999999998571429,0.9999999998571429,0.0,0.0,0.0,-2.8571411903044464e-10,0.0,0.0,0.0
285.0,285.0,285.0,0.0,285.0,285.0,285.0,285.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999649123,0.9999999999649123,285.0,0.0,0.0,285.0,1.0,0.0,0.0,0.0,0.0,0.9999999999649123,0.0,1.0,1.0,0.9999999999649123,0.9999999999649123,0.0,0.0,0.0,-7.017542102971674e-11,0.0,0.0,0.0
25805.0,25805.0,25805.0,0.0,25805.0,25805.0,25805.0,25805.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999996124,0.9999999999996124,25805.0,0.0,0.0,25805.0,1.0,0.0,0.0,0.0,0.0,0.9999999999996124,0.0,1.0,1.0,0.9999999999996124,0.9999999999996124,0.0,0.0,0.0,-7.751577157932843e-13,0.0,0.0,0.0
31292.0,31292.0,31292.0,0.0,31292.0,31292.0,31292.0,31292.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999996804,0.9999999999996804,31292.0,0.0,0.0,31292.0,1.0,0.0,0.0,0.0,0.0,0.9999999999996804,0.0,1.0,1.0,0.9999999999996804,0.9999999999996804,0.0,0.0,0.0,-6.392664175791651e-13,0.0,0.0,0.0
1142.0,1142.0,1142.0,0.0,1142.0,1142.0,1142.0,1142.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999912436,0.9999999999912436,1142.0,0.0,0.0,1142.0,1.0,0.0,0.0,0.0,0.0,0.9999999999912436,0.0,1.0,1.0,0.9999999999912436,0.9999999999912436,0.0,0.0,0.0,-1.7512880035042144e-11,0.0,0.0,0.0
29073.0,29073.0,29073.0,0.0,29073.0,29073.0,29073.0,29073.0,1.0,0.0,1.0,0.0,0.0,0.0,0.999999999999656,0.999999999999656,29073.0,0.0,0.0,29073.0,1.0,0.0,0.0,0.0,0.0,0.999999999999656,0.0,1.0,1.0,0.999999999999656,0.999999999999656,0.0,0.0,0.0,-6.87894186057747e-13,0.0,0.0,0.0
27114.0,27114.0,27114.0,0.0,27114.0,27114.0,27114.0,27114.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999996312,0.9999999999996312,27114.0,0.0,0.0,27114.0,1.0,0.0,0.0,0.0,0.0,0.9999999999996312,0.0,1.0,1.0,0.9999999999996312,0.9999999999996312,0.0,0.0,0.0,-7.37632177560954e-13,0.0,0.0,0.0
152.0,152.0,152.0,0.0,152.0,152.0,152.0,152.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999342105,0.9999999999342105,152.0,0.0,0.0,152.0,1.0,0.0,0.0,0.0,0.0,0.9999999999342105,0.0,1.0,1.0,0.9999999999342105,0.9999999999342105,0.0,0.0,0.0,-1.3157896994187013e-10,0.0,0.0,0.0
609.0,609.0,609.0,0.0,609.0,609.0,609.0,609.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999835796,0.9999999999835796,609.0,0.0,0.0,609.0,1.0,0.0,0.0,0.0,0.0,0.9999999999835796,0.0,1.0,1.0,0.9999999999835796,0.9999999999835796,0.0,0.0,0.0,-3.284084115762198e-11,0.0,0.0,0.0
133.0,133.0,133.0,0.0,133.0,133.0,133.0,133.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999248119,0.9999999999248119,133.0,0.0,0.0,133.0,1.0,0.0,0.0,0.0,0.0,0.9999999999248119,0.0,1.0,1.0,0.9999999999248119,0.9999999999248119,0.0,0.0,0.0,-1.5037615597179865e-10,0.0,0.0,0.0
91.0,91.0,91.0,0.0,91.0,91.0,91.0,91.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99999999989011,0.99999999989011,91.0,0.0,0.0,91.0,1.0,0.0,0.0,0.0,0.0,0.99999999989011,0.0,1.0,1.0,0.99999999989011,0.99999999989011,0.0,0.0,0.0,-2.1977997199940091e-10,0.0,0.0,0.0
268.0,268.0,268.0,0.0,268.0,268.0,268.0,268.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999626865,0.9999999999626865,268.0,0.0,0.0,268.0,1.0,0.0,0.0,0.0,0.0,0.9999999999626865,0.0,1.0,1.0,0.9999999999626865,0.9999999999626865,0.0,0.0,0.0,-7.462697126925377e-11,0.0,0.0,0.0
1481.0,1481.0,1481.0,0.0,1481.0,1481.0,1481.0,1481.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999932478,0.9999999999932478,1481.0,0.0,0.0,1481.0,1.0,0.0,0.0,0.0,0.0,0.9999999999932478,0.0,1.0,1.0,0.9999999999932478,0.9999999999932478,0.0,0.0,0.0,-1.3504308782330554e-11,0.0,0.0,0.0
230.0,230.0,230.0,0.0,230.0,230.0,230.0,230.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999565217,0.9999999999565217,230.0,0.0,0.0,230.0,1.0,0.0,0.0,0.0,0.0,0.9999999999565217,0.0,1.0,1.0,0.9999999999565217,0.9999999999565217,0.0,0.0,0.0,-8.695666409153091e-11,0.0,0.0,0.0
48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999997916666,0.9999999997916666,48.0,0.0,0.0,48.0,1.0,0.0,0.0,0.0,0.0,0.9999999997916666,0.0,1.0,1.0,0.9999999997916666,0.9999999997916666,0.0,0.0,0.0,-4.1666670114182125e-10,0.0,0.0,0.0
12734.0,12734.0,12734.0,0.0,12734.0,12734.0,12734.0,12734.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999992146,0.9999999999992146,12734.0,0.0,0.0,12734.0,1.0,0.0,0.0,0.0,0.0,0.9999999999992146,0.0,1.0,1.0,0.9999999999992146,0.9999999999992146,0.0,0.0,0.0,-1.5707435352396715e-12,0.0,0.0,0.0
332.0,332.0,332.0,0.0,332.0,332.0,332.0,332.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999698795,0.9999999999698795,332.0,0.0,0.0,332.0,1.0,0.0,0.0,0.0,0.0,0.9999999999698795,0.0,1.0,1.0,0.9999999999698795,0.9999999999698795,0.0,0.0,0.0,-6.024092336076592e-11,0.0,0.0,0.0
12914.0,12914.0,12914.0,0.0,12914.0,12914.0,12914.0,12914.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999992256,0.9999999999992256,12914.0,0.0,0.0,12914.0,1.0,0.0,0.0,0.0,0.0,0.9999999999992256,0.0,1.0,1.0,0.9999999999992256,0.9999999999992256,0.0,0.0,0.0,-1.5487611193520934e-12,0.0,0.0,0.0
227.0,227.0,227.0,0.0,227.0,227.0,227.0,227.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999559471,0.9999999999559471,227.0,0.0,0.0,227.0,1.0,0.0,0.0,0.0,0.0,0.9999999999559471,0.0,1.0,1.0,0.9999999999559471,0.9999999999559471,0.0,0.0,0.0,-8.810574492201795e-11,0.0,0.0,0.0
1271.0,1271.0,1271.0,0.0,1271.0,1271.0,1271.0,1271.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999921323,0.9999999999921323,1271.0,0.0,0.0,1271.0,1.0,0.0,0.0,0.0,0.0,0.9999999999921323,0.0,1.0,1.0,0.9999999999921323,0.9999999999921323,0.0,0.0,0.0,-1.573541297261727e-11,0.0,0.0,0.0
93.0,93.0,93.0,0.0,93.0,93.0,93.0,93.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999998924732,0.9999999998924732,93.0,0.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,0.9999999998924732,0.0,1.0,1.0,0.9999999998924732,0.9999999998924732,0.0,0.0,0.0,-2.150535305389667e-10,0.0,0.0,0.0
7808.0,7808.0,7808.0,0.0,7808.0,7808.0,7808.0,7808.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999987192,0.9999999999987192,7808.0,0.0,0.0,7808.0,1.0,0.0,0.0,0.0,0.0,0.9999999999987192,0.0,1.0,1.0,0.9999999999987192,0.9999999999987192,0.0,0.0,0.0,-2.561506562415161e-12,0.0,0.0,0.0
31806.0,31806.0,31806.0,0.0,31806.0,31806.0,31806.0,31806.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999996856,0.9999999999996856,31806.0,0.0,0.0,31806.0,1.0,0.0,0.0,0.0,0.0,0.9999999999996856,0.0,1.0,1.0,0.9999999999996856,0.9999999999996856,0.0,0.0,0.0,-6.288303211476887e-13,0.0,0.0,0.0
11325.0,11325.0,11325.0,0.0,11325.0,11325.0,11325.0,11325.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999991169,0.9999999999991169,11325.0,0.0,0.0,11325.0,1.0,0.0,0.0,0.0,0.0,0.9999999999991169,0.0,1.0,1.0,0.9999999999991169,0.9999999999991169,0.0,0.0,0.0,-1.766142787573699e-12,0.0,0.0,0.0
23343.0,23343.0,23343.0,0.0,23343.0,23343.0,23343.0,23343.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999995716,0.9999999999995716,23343.0,0.0,0.0,23343.0,1.0,0.0,0.0,0.0,0.0,0.9999999999995716,0.0,1.0,1.0,0.9999999999995716,0.9999999999995716,0.0,0.0,0.0,-8.568701304056958e-13,0.0,0.0,0.0
49487.0,49487.0,49487.0,0.0,49487.0,49487.0,49487.0,49487.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999997979,0.9999999999997979,49487.0,0.0,0.0,49487.0,1.0,0.0,0.0,0.0,0.0,0.9999999999997979,0.0,1.0,1.0,0.9999999999997979,0.9999999999997979,0.0,0.0,0.0,-4.04121180963557e-13,0.0,0.0,0.0
26.0,26.0,26.0,0.0,26.0,26.0,26.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999996153845,0.9999999996153845,26.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.9999999996153845,0.0,1.0,1.0,0.9999999996153845,0.9999999996153845,0.0,0.0,0.0,-7.692309011986254e-10,0.0,0.0,0.0
13258.0,13258.0,13258.0,0.0,13258.0,13258.0,13258.0,13258.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999992457,0.9999999999992457,13258.0,0.0,0.0,13258.0,1.0,0.0,0.0,0.0,0.0,0.9999999999992457,0.0,1.0,1.0,0.9999999999992457,0.9999999999992457,0.0,0.0,0.0,-1.5085710458606627e-12,0.0,0.0,0.0
40240.0,40240.0,40240.0,0.0,40240.0,40240.0,40240.0,40240.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999997515,0.9999999999997515,40240.0,0.0,0.0,40240.0,1.0,0.0,0.0,0.0,0.0,0.9999999999997515,0.0,1.0,1.0,0.9999999999997515,0.9999999999997515,0.0,0.0,0.0,-4.969358258222201e-13,0.0,0.0,0.0
45794.0,45794.0,45794.0,0.0,45794.0,45794.0,45794.0,45794.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999997817,0.9999999999997817,45794.0,0.0,0.0,45794.0,1.0,0.0,0.0,0.0,0.0,0.9999999999997817,0.0,1.0,1.0,0.9999999999997817,0.9999999999997817,0.0,0.0,0.0,-4.3653969328261155e-13,0.0,0.0,0.0
3370.0,3370.0,3370.0,0.0,3370.0,3370.0,3370.0,3370.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999970327,0.9999999999970327,3370.0,0.0,0.0,3370.0,1.0,0.0,0.0,0.0,0.0,0.9999999999970327,0.0,1.0,1.0,0.9999999999970327,0.9999999999970327,0.0,0.0,0.0,-5.934586155831312e-12,0.0,0.0,0.0
20011.0,20011.0,20011.0,0.0,20011.0,20011.0,20011.0,20011.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999995003,0.9999999999995003,20011.0,0.0,0.0,20011.0,1.0,0.0,0.0,0.0,0.0,0.9999999999995003,0.0,1.0,1.0,0.9999999999995003,0.9999999999995003,0.0,0.0,0.0,-9.99422766767566e-13,0.0,0.0,0.0
20589.0,20589.0,20589.0,0.0,20589.0,20589.0,20589.0,20589.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999995143,0.9999999999995143,20589.0,0.0,0.0,20589.0,1.0,0.0,0.0,0.0,0.0,0.9999999999995143,0.0,1.0,1.0,0.9999999999995143,0.9999999999995143,0.0,0.0,0.0,-9.71445146547012e-13,0.0,0.0,0.0
2588.0,2588.0,2588.0,0.0,2588.0,2588.0,2588.0,2588.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999961361,0.9999999999961361,2588.0,0.0,0.0,2588.0,1.0,0.0,0.0,0.0,0.0,0.9999999999961361,0.0,1.0,1.0,0.9999999999961361,0.9999999999961361,0.0,0.0,0.0,-7.727818385205865e-12,0.0,0.0,0.0
305.0,305.0,305.0,0.0,305.0,305.0,305.0,305.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999672131,0.9999999999672131,305.0,0.0,0.0,305.0,1.0,0.0,0.0,0.0,0.0,0.9999999999672131,0.0,1.0,1.0,0.9999999999672131,0.9999999999672131,0.0,0.0,0.0,-6.55737686372504e-11,0.0,0.0,0.0
231.0,231.0,231.0,0.0,231.0,231.0,231.0,231.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99999999995671,0.99999999995671,231.0,0.0,0.0,231.0,1.0,0.0,0.0,0.0,0.0,0.99999999995671,0.0,1.0,1.0,0.99999999995671,0.99999999995671,0.0,0.0,0.0,-8.658007644157806e-11,0.0,0.0,0.0
90.0,90.0,90.0,0.0,90.0,90.0,90.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.999999999888889,0.999999999888889,90.0,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.999999999888889,0.0,1.0,1.0,0.999999999888889,0.999999999888889,0.0,0.0,0.0,-2.222220185643664e-10,0.0,0.0,0.0
1412.0,1412.0,1412.0,0.0,1412.0,1412.0,1412.0,1412.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999929179,0.9999999999929179,1412.0,0.0,0.0,1412.0,1.0,0.0,0.0,0.0,0.0,0.9999999999929179,0.0,1.0,1.0,0.9999999999929179,0.9999999999929179,0.0,0.0,0.0,-1.4164225348167747e-11,0.0,0.0,0.0
251.0,251.0,251.0,0.0,251.0,251.0,251.0,251.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999601593,0.9999999999601593,251.0,0.0,0.0,251.0,1.0,0.0,0.0,0.0,0.0,0.9999999999601593,0.0,1.0,1.0,0.9999999999601593,0.9999999999601593,0.0,0.0,0.0,-7.968137261116226e-11,0.0,0.0,0.0
1178.0,1178.0,1178.0,0.0,1178.0,1178.0,1178.0,1178.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999915111,0.9999999999915111,1178.0,0.0,0.0,1178.0,1.0,0.0,0.0,0.0,0.0,0.9999999999915111,0.0,1.0,1.0,0.9999999999915111,0.9999999999915111,0.0,0.0,0.0,-1.697775253717282e-11,0.0,0.0,0.0
6350.0,6350.0,6350.0,0.0,6350.0,6350.0,6350.0,6350.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999984253,0.9999999999984253,6350.0,0.0,0.0,6350.0,1.0,0.0,0.0,0.0,0.0,0.9999999999984253,0.0,1.0,1.0,0.9999999999984253,0.9999999999984253,0.0,0.0,0.0,-3.149480676256644e-12,0.0,0.0,0.0
773.0,773.0,773.0,0.0,773.0,773.0,773.0,773.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999870633,0.9999999999870633,773.0,0.0,0.0,773.0,1.0,0.0,0.0,0.0,0.0,0.9999999999870633,0.0,1.0,1.0,0.9999999999870633,0.9999999999870633,0.0,0.0,0.0,-2.5873303499679423e-11,0.0,0.0,0.0
11763.0,11763.0,11763.0,0.0,11763.0,11763.0,11763.0,11763.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999991498,0.9999999999991498,11763.0,0.0,0.0,11763.0,1.0,0.0,0.0,0.0,0.0,0.9999999999991498,0.0,1.0,1.0,0.9999999999991498,0.9999999999991498,0.0,0.0,0.0,-1.7004175845158898e-12,0.0,0.0,0.0
13575.0,13575.0,13575.0,0.0,13575.0,13575.0,13575.0,13575.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999992633,0.9999999999992633,13575.0,0.0,0.0,13575.0,1.0,0.0,0.0,0.0,0.0,0.9999999999992633,0.0,1.0,1.0,0.9999999999992633,0.9999999999992633,0.0,0.0,0.0,-1.4734879982825078e-12,0.0,0.0,0.0
11327.0,11327.0,11327.0,0.0,11327.0,11327.0,11327.0,11327.0,1.0,0.0,1.0,0.0,0.0,0.0,0.999999999999117,0.999999999999117,11327.0,0.0,0.0,11327.0,1.0,0.0,0.0,0.0,0.0,0.999999999999117,0.0,1.0,1.0,0.999999999999117,0.999999999999117,0.0,0.0,0.0,-1.765920742968774e-12,0.0,0.0,0.0
691.0,691.0,691.0,0.0,691.0,691.0,691.0,691.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999855282,0.9999999999855282,691.0,0.0,0.0,691.0,1.0,0.0,0.0,0.0,0.0,0.9999999999855282,0.0,1.0,1.0,0.9999999999855282,0.9999999999855282,0.0,0.0,0.0,-2.894351425197783e-11,0.0,0.0,0.0
91.0,91.0,91.0,0.0,91.0,91.0,91.0,91.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99999999989011,0.99999999989011,91.0,0.0,0.0,91.0,1.0,0.0,0.0,0.0,0.0,0.99999999989011,0.0,1.0,1.0,0.99999999989011,0.99999999989011,0.0,0.0,0.0,-2.1977997199940091e-10,0.0,0.0,0.0
1896.0,1896.0,1896.0,0.0,1896.0,1896.0,1896.0,1896.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9999999999947258,0.9999999999947258,1896.0,0.0,0.0,1896.0,1.0,0.0,0.0,0.0,0.0,0.9999999999947258,0.0,1.0,1.0,0.9999999999947258,0.9999999999947258,0.0,0.0,0.0,-1.0548451001568537e-11,0.0,0.0,0.0
